pid,nameZh,nameJp,nameEn,type,category,power,accuracy,PP,description
795,無極光束,ムゲンダイビーム,Eternabeam,龍,特殊,-999,-999,-999,無極汰那變回本來樣子時的最強攻擊。下一回合自己將無法動彈。
796,鐵蹄光線,てっていこうせん,Steel Beam,鋼,特殊,140,95,5,將從全身匯聚起來的鋼鐵化為光束激烈地發射出去。自己也會受到傷害。
797,廣域戰力,ワイドフォース,Expanding Force,超能力,特殊,80,100,10,用精神力量攻擊對手。在精神場地時，威力會提高，能給予所有對手傷害。
798,鐵滾輪,アイアンローラー,Steel Roller,鋼,物理,130,100,5,一邊破壞場地，一邊進行攻擊。在不是特殊狀態的場地上使用，招式就會失敗。
799,鱗射,スケイルショット,Scale Shot,龍,物理,25,90,20,射出鱗片進行攻擊。可連續攻擊２～５次。速度會提高但防禦會降低。
800,流星光束,メテオビーム,Meteor Beam,岩石,特殊,120,90,10,使用後的第１回合會聚集宇宙的力量來提高特攻，並於第２回合攻擊對手。
801,臂貝武器,シェルアームズ,Shell Side Arm,毒,特殊,90,100,10,用物理攻擊和特殊攻擊中能夠給予更大傷害的能力進行攻擊。有時會讓對手陷入中毒狀態。
802,薄霧炸裂,ミストバースト,Misty Explosion,妖精,特殊,100,100,5,對自己周圍的所有寶可夢進行攻擊，但使出後，自己會陷入瀕死。在薄霧場地時，招式威力會提高。
803,青草滑梯,グラススライダー,Grassy Glide,草,物理,55,100,20,在地面上滑行般地攻擊對手。在青草場地時，必定能夠發動先制攻擊。
804,電力上升,ライジングボルト,Rising Voltage,電,特殊,70,100,20,用從地面升騰的電擊攻擊。當對手在電氣場地時，招式威力會變成２倍。
805,大地波動,だいちのはどう,Terrain Pulse,一般,特殊,50,100,10,藉助場地的力量進行攻擊。視使出招式時場地狀態不同，招式的屬性和威力會有所變化。
806,爬擊,はいよるいちげき,Skitter Smack,蟲,物理,70,90,10,從對手背後爬近後進行攻擊。會降低對手的特攻。
807,妒火,しっとのほのお,Burning Jealousy,火,特殊,70,100,5,用嫉妒的能量攻擊對手。讓此回合內能力提高的寶可夢陷入灼傷狀態。
808,洩憤,うっぷんばらし,Lash Out,惡,物理,75,100,5,將惱怒砸向對手進行攻擊。如果此回合已被降低能力，招式威力就會變成２倍。
809,靈騷,ポルターガイスト,Poltergeist,幽靈,物理,110,90,5,操控對手的持有物進行攻擊。對手沒有攜帶道具時，則會失敗。
810,腐蝕氣體,ふしょくガス,Corrosive Gas,毒,變化,0,100,40,用強烈的酸性氣體包圍周圍所有的寶可夢，並將攜帶的道具融化掉。
811,指導,コーチング,Coaching,格鬥,變化,0,0,10,透過適切的指導，提高我方全體的攻擊和防禦。
812,快速折返,クイックターン,Flip Turn,水,物理,60,100,20,攻擊後迅速返回，和後備寶可夢進行替換。
813,三旋擊,トリプルアクセル,Triple Axel,冰,物理,20,90,10,連續踢對手３次進行攻擊。每踢中一次，威力就會提高。
814,雙翼,ダブルウイング,Dual Wingbeat,飛行,物理,40,90,10,用翅膀撞向對手進行攻擊。連續２次給予傷害。
815,熱沙大地,ねっさのだいち,Scorching Sands,地面,特殊,70,100,10,向對手投灑熾熱的沙子進行攻擊。有時會讓對手陷入灼傷狀態。
816,叢林治療,ジャングルヒール,Jungle Healing,草,變化,0,0,10,和叢林化為一體，回復自己和場上同伴的ＨＰ和狀態。
817,暗冥強擊,あんこくきょうだ,Wicked Blow,惡,物理,75,100,5,將惡之流派鍛鍊到了極致的強烈一擊。必定會擊中要害。
818,水流連打,すいりゅうれんだ,Surging Strikes,水,物理,25,100,5,將水之流派鍛鍊到了極致，猶如行雲流水的３次連擊。必定會擊中要害。
819,雷電囚籠,サンダープリズン,Thunder Cage,電,特殊,80,90,15,將對手困在電流奔竄的電牢中，在４～５回合內進行攻擊。
820,巨龍威能,ドラゴンエナジー,Dragon Energy,龍,特殊,150,100,5,將生命力化為力量攻擊對手。自己的ＨＰ越少，招式的威力越小。
821,冰冷視線,いてつくしせん,Freezing Glare,超能力,特殊,90,100,10,從雙眼釋放出精神力量進行攻擊。有時會讓對手陷入冰凍狀態。
822,怒火中燒,もえあがるいかり,Fiery Wrath,惡,特殊,90,100,10,將憤怒化為火焰般的氣場進行攻擊。有時會讓對手畏縮。
823,雷鳴蹴擊,らいめいげり,Thunderous Kick,格鬥,物理,90,100,10,以雷電般的動作一邊戲弄對手一邊使出踢擊。可降低對手的防禦。
824,雪矛,ブリザードランス,Glacial Lance,冰,物理,120,100,5,向對手投擲捲著暴風雪的冰矛進行攻擊。
825,星碎,アストラルビット,Astral Barrage,幽靈,特殊,120,100,5,向對手釋出大量的小靈體進行攻擊。
826,詭異咒語,ぶきみなじゅもん,Eerie Spell,超能力,特殊,80,100,5,用強大的精神力量攻擊。讓對手最近一次使用的招式減少３ＰＰ。
827,剋命爪,フェイタルクロー,Dire Claw,毒,物理,80,100,15,以破滅之爪瞄準要害進行攻擊。有時還會讓對手陷入中毒、麻痺、睡眠之中的一種狀態。
828,屏障猛攻,バリアーラッシュ,Psyshield Bash,超能力,物理,70,90,10,讓意念的能量圍繞全身，撞向對手進行攻擊。提高自己的防禦。
829,力量轉換,パワーシフト,Power Shift,一般,變化,0,0,10,將自己的攻擊與防禦互相交換。
830,岩斧,がんせきアックス,Stone Axe,岩石,物理,65,90,15,用岩石之斧瞄準要害進行攻擊。散落的岩石碎片會在對手周圍飄浮。
831,陽春風暴,はるのあらし,Springtide Storm,妖精,特殊,100,80,5,用交織著愛與恨的烈風席捲對手進行攻擊。有時會降低對手的攻擊。
832,神秘之力,しんぴのちから,Mystical Power,超能力,特殊,70,90,10,放出不可思議的力量進行攻擊。自己的特攻會提高。
833,大憤慨,だいふんげき,Raging Fury,火,物理,120,100,10,在２～３回合內放出火焰，同時瘋狂亂打。大鬧一番後自己會陷入混亂。
834,波動衝,ウェーブタックル,Wave Crash,水,物理,120,100,10,用水圍繞全身並撞向對手，但自己也會受到不小的傷害。
835,葉綠爆震,クロロブラスト,Chloroblast,草,特殊,150,95,5,將自身的葉綠素凝聚起來後放出去進行攻擊。自己也會受到傷害。
836,冰山風,ひょうざんおろし,Mountain Gale,冰,物理,100,85,10,將冰山般巨大的冰塊砸向對手進行攻擊。有時會使對手畏縮。
837,勝利之舞,しょうりのまい,Victory Dance,格鬥,變化,0,0,10,激烈地跳起喚來勝利的舞蹈，提高自己的攻擊、防禦和速度。
838,突飛猛撲,ぶちかまし,Headlong Rush,地面,物理,120,100,5,向對手使出灌注了全心全力的撞擊。自己的防禦和特防會降低。
839,毒千針,どくばりセンボン,Barb Barrage,毒,物理,60,100,10,用無數的毒針進行攻擊。有時還會讓對手陷入中毒狀態。攻擊處於中毒狀態的對手時，威力會變成２倍。
840,氣場之翼,オーラウイング,Esper Wing,超能力,特殊,80,100,10,用經過氣場強化的翅膀撕裂對手。容易擊中要害。自己的速度會提高。
841,冤冤相報,うらみつらみ,Bitter Malice,幽靈,特殊,75,100,10,用令人毛骨悚然的怨念進行攻擊，降低對手的攻擊。
842,閉關,たてこもる,Shelter,鋼,變化,0,0,10,讓皮膚變得像鐵盾般堅硬，大幅提高自己的防禦。
843,三連箭,３ぼんのや,Triple Arrows,格鬥,物理,90,100,10,使出腿技後同時發射３箭。有時會降低對手的防禦或讓對手畏縮。容易擊中要害。
844,群魔亂舞,ひゃっきやこう,Infernal Parade,幽靈,特殊,60,100,15,用無數的火球進行攻擊，有時會讓對手陷入灼傷狀態。攻擊處於異常狀態的對手時，威力會變成２倍。
845,秘劍・千重濤,ひけん・ちえなみ,Ceaseless Edge,惡,物理,65,90,15,用貝殼之劍瞄準要害進行攻擊。碎裂開的貝殼碎片會變成撒菱散落在對手腳下。
846,枯葉風暴,こがらしあらし,Bleakwind Storm,飛行,特殊,100,80,10,用足以讓身心都止不住顫抖的冰冷狂風進行攻擊。有時會降低對手的速度。
847,鳴雷風暴,かみなりあらし,Wildbolt Storm,電,特殊,100,80,10,呼喚雷雲引起風暴，用雷與風進行激烈的攻擊。有時還會讓對手陷入麻痺狀態。
848,熱沙風暴,ねっさのあらし,Sandsear Storm,地面,特殊,100,80,10,用灼熱的沙子和強烈的風席捲對手進行攻擊。有時會讓對手陷入灼傷狀態。
849,新月祈禱,みかづきのいのり,Lunar Blessing,超能力,變化,0,0,5,向新月獻上祈禱，回復自己和場上同伴的ＨＰ和狀態。
850,勇氣填充,ブレイブチャージ,Take Heart,超能力,變化,0,0,15,鼓起衝勁，治癒自己的異常狀態，同時提高自己的特攻和特防。
851,太晶爆發,テラバースト,Tera Blast,一般,特殊,80,100,10,若是在太晶化時，將釋放太晶屬性的能量進行攻擊。會比較自己的攻擊和特攻，以數值較高的一方進行攻擊。
852,線阱,スレッドトラップ,Silk Trap,蟲,變化,0,0,10,布下線製成的陷阱。防住對手攻擊的同時，降低接觸到的對手的速度。
853,下壓踢,かかとおとし,Axe Kick,格鬥,物理,120,90,10,劈下踢起的腳跟攻擊對手。有時會使對手混亂。沒命中對手時自己會受到傷害。
854,掃墓,おはかまいり,Last Respects,幽靈,物理,50,100,10,為了替夥伴雪恨而攻擊。被打倒的我方寶可夢越多，招式威力就會越強。
855,琉光衝激,ルミナコリジョン,Lumina Crash,超能力,特殊,80,100,10,發出對精神也會起作用的奇異光線進行攻擊。大幅降低對手的特防。
856,上菜,いっちょうあがり,Order Up,龍,物理,80,100,10,以瀟灑的身段進行攻擊。若口中有米立龍，會依米立龍的姿勢而提高不同能力。
857,噴射拳,ジェットパンチ,Jet Punch,水,物理,60,100,15,讓激流圍繞在拳頭上，以迅雷不及掩耳之勢出拳。必定能夠發動先制攻擊。
858,辣椒精華,ハバネロエキス,Spicy Extract,草,變化,0,0,15,放出相當強勁的辣味精華。對手的攻擊會大幅提高，防禦會大幅降低。
859,疾速轉輪,ホイールスピン,Spin Out,鋼,物理,100,100,5,藉由在腳上負重來劇烈地旋轉並給予傷害。自己的速度會大幅降低。
860,鼠數兒,ネズミざん,Population Bomb,一般,物理,20,90,10,夥伴們紛紛聚集而來，以群體形式逐一給予攻擊。連續命中１～１０次。
861,冰旋,アイススピナー,Ice Spinner,冰,物理,80,100,15,在腳上包覆薄冰，骨碌碌地旋轉並進行撞擊。以旋轉的動作破壞場地。
862,巨劍突擊,きょけんとつげき,Glaive Rush,龍,物理,120,100,5,豁出己身的魯莽突擊。使出招式後對手的攻擊必定會命中，且傷害會變成２倍。
863,復生祈禱,さいきのいのり,Revival Blessing,一般,變化,0,0,1,懷著慈愛之心祈禱，使後備中瀕死的寶可夢以一半的ＨＰ復活。
864,鹽醃,しおづけ,Salt Cure,岩石,物理,40,100,15,讓對手陷入鹽醃狀態，每回合都會受到傷害。鋼、水屬性的寶可夢還會更痛苦。
865,三連鑽,トリプルダイブ,Triple Dive,水,物理,30,95,10,默契十足地飛身鑽入水中，將水花濺向對手。連續３次給予傷害。
866,晶光轉轉,キラースピン,Mortal Spin,毒,物理,30,100,15,藉由旋轉來攻擊對手。也可以擺脫綁緊、緊束、寄生種子等招式。讓對手陷入中毒狀態。
867,描繪,うつしえ,Doodle,一般,變化,0,100,10,掌握對手的本質，予以描繪，使自己和同伴的特性變得和對手相同。
868,甩肉,みをけずる,Fillet Away,一般,變化,0,0,10,削減自己的ＨＰ，大幅提高自己的攻擊、特攻和速度。
869,仆斬,ドゲザン,Kowtow Cleave,惡,物理,85,0,10,向對手下跪使其大意，接著對其劈斬。攻擊必定會命中。
870,千變萬花,トリックフラワー,Flower Trick,草,物理,70,0,10,將動過手腳的花束投向對手進行攻擊。必定會命中並擊中要害。
871,閃焰高歌,フレアソング,Torch Song,火,特殊,80,100,10,將熊熊燃燒的火焰如唱歌般地吹向對手將其燒焦。會提高自己的特攻。
872,流水旋舞,アクアステップ,Aqua Step,水,物理,80,100,10,以盈盈欲滴的輕巧步伐戲弄對手，給予傷害。會提高自己的速度。
873,怒牛,レイジングブル,Raging Bull,一般,物理,90,100,10,憤怒狂亂的暴牛發動之猛烈衝撞。招式的屬性會依形態而改變，並可破壞光牆和反射壁等。
874,淘金潮,ゴールドラッシュ,Make It Rain,鋼,特殊,120,100,5,撒出大量硬幣進行攻擊。自己的特攻會降低。戰鬥後還可以得到錢。
875,水蒸氣,ハイドロスチーム,Hydro Steam,水,特殊,80,100,15,用無形的刀刃劈開對手。在電氣場地時，招式威力會變成１.５倍。
876,精神劍,サイコブレイド,Psyblade,超能力,物理,80,100,15,將滾燙的水猛烈地噴向對手。日照很強時，招式威力不但不會降低，還會變成１.５倍。
877,大災難,カタストロフィ,Ruination,惡,特殊,-1,90,10,捲起破滅之災厄，使對手的ＨＰ減半。
878,全開猛撞,アクセルブレイク,Collision Course,格鬥,物理,100,100,5,一邊變形，一邊氣勢洶洶地落下，引發古代的大爆炸。打到弱點時威力會更為增加。
879,閃電猛衝,イナズマドライブ,Electro Drift,電,特殊,100,100,5,一邊變形，一邊以超高速度奔馳，未知的電流將貫穿對手。打到弱點時威力會更為增加。
880,斷尾,しっぽきり,Shed Tail,一般,變化,0,0,10,削減自己的ＨＰ，製造分身後返回，和後備寶可夢進行替換。
881,冷笑話,さむいギャグ,Chilly Reception,冰,變化,0,0,10,留下使場面凍結的笑話後，和後備寶可夢進行替換。在５回合內會下雪。
882,大掃除,おかたづけ,Tidy Up,一般,變化,0,0,10,將撒菱、隱形岩、黏黏網、毒菱、替身全部清理乾淨。自己的攻擊和速度會提高。
883,雪景,ゆきげしき,Snowscape,冰,變化,0,0,10,在５回合內會下雪。冰屬性寶可夢的防禦會提高。
884,蟲撲,とびつく,Pounce,蟲,物理,50,100,20,撲向對手進行攻擊。可降低對手的速度。
885,起草,くさわけ,Trailblaze,草,物理,50,100,20,從草叢裡跳出來進行攻擊。輕快的腳步會使得自己的速度提高。
886,潑冷水,ひやみず,Chilling Water,水,特殊,50,100,20,潑灑冰冷到足以讓對手失去活力的水進行攻擊。可降低對手的攻擊。
887,強力鑽,ハイパードリル,Hyper Drill,一般,物理,100,100,5,高速旋轉尖銳的身體部位進行貫穿。可無視對手的守住和看穿等招式。
888,雙光束,ツインビーム,Twin Beam,超能力,特殊,40,100,10,從雙眼發射不可思議的光線進行攻擊。連續２次給予傷害。
889,憤怒之拳,ふんどのこぶし,Rage Fist,幽靈,物理,50,100,10,將憤怒化為能量進行攻擊。受到的攻擊次數越多，招式的威力越大。
890,鎧農炮,アーマーキャノン,Armor Cannon,火,特殊,120,100,5,將自身的鎧甲做成熊熊燃燒的砲彈擊發進行攻擊。自己的防禦和特防會降低。
891,悔念劍,むねんのつるぎ,Bitter Blade,火,物理,90,100,10,將對這個世界的牽掛注入劍尖進行劈斬。可以回復給予對手傷害的一半ＨＰ。
892,電光雙擊,でんこうそうげき,Double Shock,電,物理,120,100,5,施放全身的所有電力給予對手巨大的傷害。自己的電屬性將會消失。
893,巨力錘,デカハンマー,Gigaton Hammer,鋼,物理,160,100,5,將大錘連同身體一起揮舞進行攻擊。這個招式無法連續２次使用。
894,復仇,ほうふく,Comeuppance,惡,物理,-1,100,10,將發動攻擊前最後受到的招式傷害放大，向對手進行報復。
895,水波刀,アクアカッター,Aqua Cutter,水,物理,70,100,20,噴射出經過加壓的水，如刀刃似地劈開對手。容易擊中要害。
896,灼熱暴衝,バーンアクセル,Blazing Torque,火,物理,80,100,10,
897,黑暗暴衝,ダークアクセル,Wicked Torque,惡,物理,80,100,10,
898,劇毒暴衝,ポイズンアクセル,Noxious Torque,毒,物理,100,100,10,
899,格鬥暴衝,ファイトアクセル,Combat Torque,格鬥,物理,100,100,10,
900,魔法暴衝,マジカルアクセル,Magical Torque,妖精,物理,100,100,10,
901,血月,ブラッドムーン,Blood Moon,一般,特殊,140,100,5,從鮮血般赤紅的滿月發射出渾身的氣勢。這個招式無法連續２次使用。
902,刷刷茶炮,シャカシャカほう,Matcha Gotcha,草,特殊,80,90,15,像大炮般發射攪拌過的茶。可以回復給予對手傷害的一半ＨＰ，有時還會讓對手陷入灼傷狀態。
903,糖漿炸彈,みずあめボム,Syrup Bomb,草,特殊,60,85,10,使黏稠的糖漿爆炸，使對手陷入滿身糖狀態，在３回合內持續降低對手的速度。
904,棘藤棒,ツタこんぼう,Ivy Cudgel,草,物理,100,100,10,用纏繞著藤蔓的棍棒毆打。屬性會隨著所戴的面具而改變。容易擊中要害。
905,電光束,エレクトロビーム,Electro Shot,電,特殊,130,100,10,使用後的第１回合會收集電力來提高特攻，並於第２回合發射出高壓電。天氣為下雨時可立即發射。
906,晶光星群,テラクラスター,Tera Starstorm,一般,特殊,120,100,5,投射結晶之力來掃除敵人。當太樂巴戈斯以星晶形態使出時，能給予所有對手傷害。
907,隨機光,きまぐレーザー,Fickle Beam,龍,特殊,80,100,5,發射光線進行攻擊。有時會和其他的頭合力發射雷射，讓招式威力變成２倍。
908,火焰守護,かえんのまもり,Burning Bulwark,火,變化,0,0,10,用超高溫的體毛防住對手攻擊，同時讓碰觸到自己的對手灼傷。
909,迅雷,じんらい,Thunderclap,電,特殊,70,100,5,可以搶先對手一步用電擊進行攻擊。若對手使用的不是攻擊招式則會失敗。
910,強刃攻擊,パワフルエッジ,Mighty Cleave,岩石,物理,95,100,5,用積蓄在頭部的光斬斷對手。可不顧對手的守護進行攻擊。
911,迅子利刃,タキオンカッター,Tachyon Cutter,鋼,特殊,50,0,10,連續發射粒子的利刃，連續２次給予傷害。攻擊必定會命中。
912,硬壓,ハードプレス,Hard Press,鋼,物理,0,100,10,用手臂或鉗子壓迫對手。對手現有的ＨＰ越多，招式的威力越大。
913,龍聲鼓舞,ドラゴンエール,Dragon Cheer,龍,變化,0,0,15,以龍之鼓舞提高士氣。我方的招式會變得容易擊中要害。對龍屬性的鼓舞效果更強。
914,魅誘之聲,みわくのボイス,Alluring Voice,妖精,特殊,80,100,10,用天使般的歌聲攻擊對手。讓此回合內能力提高的寶可夢陷入混亂狀態。
915,豁出去,やけっぱち,Temper Flare,火,物理,75,100,10,用自暴自棄的狠勁攻擊對手。如果上一回合的招式沒有命中，威力就會加倍。
916,閃電強襲,サンダーダイブ,Supercell Slam,電,物理,100,95,15,讓身體帶電然後壓向對手。沒命中對手時自己會受到傷害。
917,精神噪音,サイコノイズ,Psychic Noise,超能力,特殊,75,100,10,用令人不快的音波攻擊對手，使對手在２回合內變得無法透過招式、特性或攜帶的道具回復ＨＰ。
918,快手還擊,はやてがえし,Upper Hand,格鬥,物理,65,100,15,察覺對手動作並以掌底攻擊來反應，讓對手畏縮。若對手使用的招式不是先制攻擊則會失敗。
919,邪毒鎖鏈,じゃどくのくさり,Malignant Chain,毒,特殊,100,100,5,用毒素形成的鎖鏈纏住對手，注入毒素加以侵蝕。有時會讓對手陷入劇毒狀態。
